Sub_Category,Category,Product_Name,Total_Sales,Total_Profit,Total_Quantity,Avg_Days_to_Ship,Total_Orders
Art,Office Supplies,Zebra Zazzle Fluorescent Highlighters,100.94,20.65,20,3.6666666666666665,6
Art,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",73.15,20.740000000000002,26,3.8,5
Furnishings,Furniture,DAX Cubicle Frames - 8x10,125.78999999999999,20.759999999999998,26,5.4,5
Paper,Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06,20.83,11,3.75,4
Appliances,Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.839999999999996,29,5.2,5
Bookcases,Furniture,Rush Hierlooms Collection Rich Wood Bookcases,160.98,20.93,1,7,1
Storage,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,344.71999999999997,20.98,16,3.5,4
Supplies,Office Supplies,Acme Elite Stainless Steel Scissors,95.07000000000001,21.02,12,4.6,5
Bookcases,Furniture,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",319.41,21.29,6,4,2
Furnishings,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.099999999999994,21.32,3,4.5,2
Storage,Office Supplies,Akro-Mils 12-Gallon Tote,113.2,21.549999999999997,13,4.75,4
Binders,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,208.23000000000002,21.58,41,3.888888888888889,9
Labels,Office Supplies,Staple-on labels,53.760000000000005,21.58,21,3.8,5
Paper,Office Supplies,EcoTones Memo Sheets,52.8,21.599999999999998,15,5,3
Supplies,Office Supplies,Premier Automatic Letter Opener,721.11,21.63,3,2,2
Binders,Office Supplies,Recycled Easel Ring Binders,308.83,21.64,35,3.7777777777777777,9
Chairs,Furniture,Global Ergonomic Managers Chair,959.19,21.709999999999994,7,4,4
Furnishings,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.29,21.71,13,4.666666666666667,3
Paper,Office Supplies,Xerox 215,45.36,21.77,7,4,2
Binders,Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,133.86,21.820000000000004,14,2.5,2
Binders,Office Supplies,Avery Hanging File Binders,105.84,21.870000000000005,26,4.333333333333333,6
Paper,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",51.120000000000005,21.96,15,3.3333333333333335,3
Labels,Office Supplies,Avery 520,46.62,22.040000000000003,15,4.2,5
Furnishings,Furniture,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,22.060000000000002,6,3,2
Art,Office Supplies,Newell 351,82.66,22.1,26,4.285714285714286,7
Paper,Office Supplies,Xerox 218,49.24,22.279999999999998,8,3.2,5
Labels,Office Supplies,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05,22.43,16,3.2,5
Accessories,Technology,Lenovo 17-Key USB Numeric Keypad,367.09,22.439999999999998,13,4.2,5
Art,Office Supplies,Fluorescent Highlighters by Dixon,90.75,22.45,26,3.8,5
Labels,Office Supplies,Avery 492,53.57,22.46,20,3.4,5
Paper,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",54.6,22.47,15,3.5,4
Paper,Office Supplies,Xerox 1896,49.95,22.48,5,2.5,2
Phones,Technology,Polycom SoundPoint IP 450 VoIP phone,858.28,22.580000000000002,5,4.666666666666667,3
Art,Office Supplies,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.589999999999996,13,3.6666666666666665,3
Phones,Technology,Nokia Lumia 925,302.38,22.68,3,2,1
Phones,Technology,Pyle PRT45 Retro Home�Telephone,201.57,22.68,4,2,1
Paper,Office Supplies,Xerox 1927,65.05,22.69,18,3.6,5
Paper,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.980000000000004,22.71,7,2.5,2
Envelopes,Office Supplies,Wausau Papers Astrobrights Colored Envelopes,50.230000000000004,22.779999999999998,9,4.333333333333333,3
Labels,Office Supplies,Avery 514,47.81,22.85,17,2.5,4
Binders,Office Supplies,Cardinal Holdit Business Card Pockets,87.63000000000001,22.889999999999997,25,5,8
Furnishings,Furniture,G.E. Halogen Desk Lamp Bulbs,62.82000000000001,22.89,11,4.2,5
Binders,Office Supplies,Pressboard Data Binders by Wilson Jones,99.32000000000001,22.909999999999997,27,3.25,8
Labels,Office Supplies,Avery 496,50.25,22.950000000000003,14,3.25,4
Appliances,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,149.92000000000002,22.970000000000002,15,3.6,5
Envelopes,Office Supplies,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,23.05,5,5.5,2
Paper,Office Supplies,Xerox 1950,49.71,23.17,9,5,3
Labels,Office Supplies,Avery 488,51.029999999999994,23.170000000000005,17,5.666666666666667,6
Phones,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.84000000000003,23.2,22,2.8333333333333335,6
Accessories,Technology,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,357,23.25,25,3.375,8
Storage,Office Supplies,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",279.18,23.27,22,3.2,5
Art,Office Supplies,Newell 35,93.15,23.29,30,5.333333333333333,9
Furnishings,Furniture,"Executive Impressions 12"" Wall Clock",176.7,23.33,14,3.6666666666666665,6
Storage,Office Supplies,Fellowes Officeware Wire Shelving,2928.4600000000005,23.359999999999996,33,3.875,8
Furnishings,Furniture,Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,15,5,2
Labels,Office Supplies,Avery 501,66.41000000000001,23.400000000000002,22,3.125,8
Labels,Office Supplies,Avery 493,55.970000000000006,23.43,13,2.5,4
Art,Office Supplies,Newell 31,94.99,23.629999999999995,24,4.2,5
Binders,Office Supplies,Wilson Jones Impact Binders,134.68,23.72,42,4.444444444444445,9
Phones,Technology,Motorola Moto X,271.99,23.8,1,2,1
Paper,Office Supplies,Xerox 206,60.91,23.84,11,3.8,5
Labels,Office Supplies,Avery 494,56.370000000000005,23.959999999999997,23,4,6
Binders,Office Supplies,Tuff Stuff Recycled Round Ring Binders,80.5,23.97,23,4.333333333333333,9
Supplies,Office Supplies,Acme Design Stainless Steel Bent Scissors,88.92,24,13,3.6666666666666665,3
Supplies,Office Supplies,Staple remover,263.0900000000001,24.080000000000002,61,3.388888888888889,18
Envelopes,Office Supplies,Convenience Packs of Business Envelopes,58.65,24.099999999999998,18,2.8333333333333335,6
Paper,Office Supplies,Xerox 208,54.43000000000001,24.1,9,6.5,2
Paper,Office Supplies,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",51.36,24.14,6,2.5,2
Bookcases,Furniture,Bush Mission Pointe Library,748.8599999999999,24.15,6,5.333333333333333,3
Chairs,Furniture,Novimex Swivel Fabric Task Chair,830.3899999999999,24.159999999999997,6,4,4
Bookcases,Furniture,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.62,24.189999999999998,10,1.6666666666666667,3
Machines,Technology,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,24.29,3,7,1
Paper,Office Supplies,Tops Green Bar Computer Printout Paper,48.94,24.47,1,4,1
Binders,Office Supplies,Presstex Flexible Ring Binders,92.83,24.580000000000002,30,3,8
Labels,Office Supplies,Avery 511,56.67999999999999,24.64,20,4.833333333333333,6
Art,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",59.69,24.66,35,4.714285714285714,7
Accessories,Technology,KeyTronic�KT400U2 -�Keyboard�- Black,148.03,24.67,15,3.3333333333333335,3
Paper,Office Supplies,Xerox 1924,60.099999999999994,24.75,12,3.75,4
Accessories,Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.79,24.81,26,3.6,5
Fasteners,Office Supplies,Ideal Clamps,58.69,24.849999999999998,33,4.125,8
Furnishings,Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,24.94,1,4,1
Envelopes,Office Supplies,#6 3/4 Gummed Flap White Envelopes,71.28,24.94,9,4.25,4
Furnishings,Furniture,Advantus Panel Wall Acrylic Frame,87.51999999999998,25.150000000000002,20,3.4,5
Furnishings,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,335.74,25.18,2,3,1
Fasteners,Office Supplies,Acco Hot Clips Clips to Go,67.12,25.49,23,3.3333333333333335,6
Binders,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.32999999999998,25.490000000000002,46,4.416666666666667,12
Storage,Office Supplies,"Carina Mini System Audio Rack, Model AR050B",2286.19,25.530000000000005,21,5,5
Paper,Office Supplies,Xerox 1965,56.21,25.709999999999997,10,3.5,4
Chairs,Furniture,Global Deluxe High-Back Manager's Chair,2259.25,25.739999999999995,11,4.25,4
Furnishings,Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.01,25.759999999999998,16,2.6666666666666665,6
Paper,Office Supplies,Spiral Phone Message Books with Labels by Adams,60.03,25.76,15,2.5,4
Chairs,Furniture,"Safco Chair Connectors, 6/Carton",380.95,25.78,13,3.3333333333333335,3
Tables,Furniture,KI Adjustable-Height Table,1710.99,25.780000000000015,26,3.4,10
Envelopes,Office Supplies,Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,25.799999999999997,12,5.333333333333333,3
Paper,Office Supplies,Array Memo Cubes,54.91,25.84,11,4.666666666666667,3
Chairs,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18,25.9,1,4,1
Appliances,Office Supplies,Belkin F9S820V06 8 Outlet Surge,207.87,25.99,8,4,3
Furnishings,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",161.92,26.11,11,3.4,5
Storage,Office Supplies,SAFCO Boltless Steel Shelving,2613.7200000000003,26.13,23,4.2,5
Appliances,Office Supplies,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.79,26.22,2,3,1
Furnishings,Furniture,"6"" Cubicle Wall Clock, Black",124.59,26.22,19,1.5,4
Supplies,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,159.4,26.220000000000002,21,4.571428571428571,7
Chairs,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,332.94,26.229999999999997,4,4.5,2
Art,Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.49,26.28,4,3.6666666666666665,3
Storage,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",155.38,26.29,3,4,2
Supplies,Office Supplies,Acme Preferred Stainless Steel Scissors,90.88,26.36,16,3,4
Binders,Office Supplies,Cardinal EasyOpen D-Ring Binders,209.3,26.50000000000001,40,4.25,8
Envelopes,Office Supplies,Peel & Seel Envelopes,62.86,26.53,18,4.5,4
Furnishings,Furniture,OIC Stacking Trays,82.83,26.72,30,4,6
Art,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,94.85999999999999,26.779999999999998,20,4.428571428571429,7
Art,Office Supplies,Newell 341,96.72999999999999,26.830000000000002,23,4.571428571428571,7
Art,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.9,26.849999999999998,20,3.2857142857142856,7
Binders,Office Supplies,Wilson Jones Standard D-Ring Binders,96.65,26.910000000000004,26,4.5,8
Paper,Office Supplies,Xerox 1974,57.410000000000004,26.910000000000004,10,3.75,4
Paper,Office Supplies,Green Bar Computer Printout Paper,54.96,26.93,1,5,1
Phones,Technology,Google Nexus 5,431.98,27,3,6,1
Art,Office Supplies,Prang Drawing Pencil Set,100.08000000000001,27.060000000000002,39,3.3636363636363638,11
Paper,Office Supplies,Xerox 1897,67.73,27.090000000000003,16,3,4
Phones,Technology,Motorola L804,386.30999999999995,27.14,11,3,5
Bookcases,Furniture,O'Sullivan Cherrywood Estates Traditional Bookcase,424.90000000000003,27.2,6,5,2
Tables,Furniture,"Hon 30"" x 60"" Table with Locking Drawer",272.85,27.28,1,4,1
Phones,Technology,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.9,27.29,11,4,3
Supplies,Office Supplies,Fiskars Home & Office Scissors,97.68,27.349999999999998,11,5.333333333333333,3
Labels,Office Supplies,Avery 500,58.48,27.48,8,5,2
Furnishings,Furniture,DAX Clear Channel Poster Frame,119.56,27.699999999999996,10,4.666666666666667,3
Furnishings,Furniture,"Ultra Door Kickplate, 8""H x 34""W",158.24,27.7,10,4,2
Paper,Office Supplies,Xerox 1963,77.09,27.72,17,3,3
Storage,Office Supplies,"Dual Level, Single-Width Filing Carts",372.14,27.91,3,2,1
Art,Office Supplies,Manco Dry-Lighter Erasable Highlighter,88.16,27.970000000000002,30,4.428571428571429,7
Paper,Office Supplies,Xerox 223,58.31999999999999,27.990000000000002,9,5,3
Furnishings,Furniture,Magna Visual Magnetic Picture Hangers,84.83,28.06,19,4.333333333333333,6
Paper,Office Supplies,Xerox 1899,69.37,28.07,14,3.4,5
Labels,Office Supplies,Avery 506,66.08,28.17,17,2.3333333333333335,3
Furnishings,Furniture,"Eldon Image Series Desk Accessories, Burgundy",111.19,28.24,31,3.875,8
Art,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",139.87,28.27,20,3.5714285714285716,7
Tables,Furniture,Chromcraft Rectangular Conference Tables,1469.22,28.44,8,2.75,4
Furnishings,Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",284.66,28.469999999999995,9,4,5
Paper,Office Supplies,"Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",62.61,28.54,9,4,2
Furnishings,Furniture,"Eldon 200 Class Desk Accessories, Black",75.36,28.64,12,2,2
Paper,Office Supplies,Xerox 1932,85.06,28.71,3,5,1
Appliances,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,262.45,28.740000000000002,29,3.4444444444444446,9
Accessories,Technology,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,79.99,28.8,1,4,1
Accessories,Technology,Sabrent 4-Port USB 2.0 Hub,96.42000000000002,29.2,15,3,4
Binders,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,110.48999999999998,29.24,28,4,6
Envelopes,Office Supplies,Park Ridge Embossed Executive Business Envelopes,62.28,29.27,4,4,1
Paper,Office Supplies,Tops Wirebound Message Log Books,73.7,29.29,25,4.5,6
Paper,Office Supplies,Xerox 1941,83.88,29.36,1,0,1
Accessories,Technology,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,29.4,12,5,3
Binders,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,191.35,29.409999999999997,21,5,7
Labels,Office Supplies,Avery 515,62.650000000000006,29.450000000000003,5,3,2
Paper,Office Supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.09,29.54,8,4.333333333333333,3
Phones,Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23,29.55,13,4,5
Binders,Office Supplies,GBC Recycled Grain Textured Covers,245.24,29.69,12,4.75,4
Binders,Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,170.99,29.72000000000001,41,4.8,10
Chairs,Furniture,GuestStacker Chair with Chrome Finish Legs,1635.7400000000002,29.74,6,2.6666666666666665,3
Art,Office Supplies,Newell 325,128.03,29.740000000000002,34,3.6666666666666665,6
Furnishings,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.38,29.77,1,0,1
Paper,Office Supplies,Things To Do Today Spiral Book,82.37,29.86,13,4,3
Paper,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,68.28,29.94,21,3.4,5
Accessories,Technology,First Data TMFD35 PIN Pad,142.8,29.99,1,4,1
Phones,Technology,Panasonic KX T7736-B Digital phone,479.84,29.99,4,3.5,2
Accessories,Technology,Dell Slim USB Multimedia Keyboard,125,30,5,5,2
Storage,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,457.97,30.039999999999996,31,4,11
Paper,Office Supplies,Xerox 1981,70.75,30.090000000000003,14,3.25,4
Machines,Technology,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,30.1,1,1,1
Fasteners,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.29,19,4,5
Envelopes,Office Supplies,Poly String Tie Envelopes,68.13,30.290000000000003,35,4.363636363636363,11
Art,Office Supplies,Newell 347,127.54,30.32,32,3.4285714285714284,7
Paper,Office Supplies,Xerox 1975,69.98,30.33,12,4.8,5
Chairs,Furniture,SAFCO Arco Folding Chair,3756.32,30.389999999999997,19,4.6,5
Furnishings,Furniture,"Linden 12"" Wall Clock With Oak Frame",101.94,30.58,3,0,1
Art,Office Supplies,"BIC Brite Liner Highlighters, Chisel Tip",123.12000000000002,30.589999999999993,21,3.8333333333333335,6
Binders,Office Supplies,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,100.92,30.739999999999995,22,4.6,5
Appliances,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,122.94,30.74,3,5,1
Paper,Office Supplies,Southworth Parchment Paper & Envelopes,83.72000000000001,30.74,15,4.833333333333333,6
Binders,Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.17,30.849999999999998,12,3.3333333333333335,3
Art,Office Supplies,BIC Brite Liner Highlighters,86.12,30.89,23,3.857142857142857,7
Furnishings,Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat",237.58999999999997,30.99,5,3.5,2
Binders,Office Supplies,VariCap6 Expandable Binder,122.83,31.130000000000003,10,3.3333333333333335,3
Paper,Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.25999999999999,31.310000000000002,12,5.666666666666667,3
Paper,Office Supplies,Xerox 22,75.17,31.36,13,3.6666666666666665,3
Storage,Office Supplies,Crate-A-Files,176.58,31.380000000000003,18,4.714285714285714,7
Paper,Office Supplies,"Adams ""While You Were Out"" Message Pads",72.85000000000001,31.410000000000004,24,3.4,5
Binders,Office Supplies,"GBC White Gloss Covers, Plain Front",269.33000000000004,31.419999999999995,31,5.571428571428571,7
Envelopes,Office Supplies,Pastel Pink Envelopes,65.52,31.439999999999998,9,2.3333333333333335,3
Labels,Office Supplies,Avery 52,68.63,31.47,19,4.166666666666667,6
Paper,Office Supplies,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,31.47,4,4,1
Labels,Office Supplies,Avery 49,66.82000000000001,31.560000000000002,24,5,6
Furnishings,Furniture,"Master Giant Foot Doorstop, Safety Yellow",83.49,31.57,12,3.6666666666666665,3
Storage,Office Supplies,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,31.58,3,2,1
Paper,Office Supplies,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19,31.630000000000003,17,5.333333333333333,3
Paper,Office Supplies,Xerox 231,79.06,31.879999999999995,14,3.8,5
Chairs,Furniture,Hon Pagoda Stacking Chairs,256.78,32.1,1,5,1
Paper,Office Supplies,Xerox 1954,84.48,32.21,18,4.5,4
Labels,Office Supplies,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,32.25,20,3.8,5
Accessories,Technology,AmazonBasics 3-Button USB Wired Mouse,88.08000000000001,32.29,14,4.4,5
Binders,Office Supplies,Canvas Sectional Post Binders,201.14000000000001,32.34,13,3.75,4
Envelopes,Office Supplies,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,32.35,2,2,1
Labels,Office Supplies,Avery 483,83.66999999999999,32.56,19,3.6666666666666665,6
Paper,Office Supplies,Xerox 1994,76.46000000000001,32.65,13,2.25,4
Furnishings,Furniture,Acrylic Self-Standing Desk Frames,93.97999999999999,32.73,37,4.375,8
Bookcases,Furniture,Bush Somerset Collection Bookcase,1132.98,32.739999999999995,10,3,3
Paper,Office Supplies,Xerox 1966,79.05000000000001,32.8,14,3.1666666666666665,6
Art,Office Supplies,Crayola Colored Pencils,120.69000000000003,32.81,40,4.363636363636363,11
Paper,Office Supplies,Xerox 1902,82.22,32.89,4,2.5,2
Paper,Office Supplies,"Adams Telephone Message Books, 5 1/4� x 11�",80.93,32.91,15,5,5
Art,Office Supplies,50 Colored Long Pencils,138.18,32.910000000000004,14,5,5
Accessories,Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.84,32.989999999999995,17,5.25,4
Supplies,Office Supplies,Acme Softgrip Scissors,166.05,33.13,23,4.25,4
Paper,Office Supplies,Xerox 221,80.36,33.18,14,3,4
Furnishings,Furniture,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,748.8699999999999,33.28,8,3.6666666666666665,3
Supplies,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,33.31,2,2,1
Furnishings,Furniture,DAX Solid Wood Frames,113.32999999999998,33.32000000000001,13,4.666666666666667,3
Paper,Office Supplies,Xerox 198,75.7,33.47,16,2.3333333333333335,3
Paper,Office Supplies,Xerox 200,84.24000000000001,33.69,15,3.4,5
Art,Office Supplies,Newell 315,145.91,33.81,25,4.166666666666667,6
Accessories,Technology,WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,33.81,17,5.333333333333333,6
Tables,Furniture,Safco Drafting Table,638.82,34.06,12,3,4
Art,Office Supplies,Avery Hi-Liter Smear-Safe Highlighters,123.80999999999999,34.11,24,4.333333333333333,6
Art,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",80.59000000000002,34.160000000000004,15,4.571428571428571,7
Labels,Office Supplies,Avery 474,78.34,34.269999999999996,30,4.555555555555555,9
Accessories,Technology,Enermax Aurora Lite Keyboard,78.15,34.39,1,1,1
Art,Office Supplies,Newell 312,234.77,34.459999999999994,49,3,11
Labels,Office Supplies,Avery 513,93.63,34.46,22,4.2,5
Bookcases,Furniture,Sauder Camden County Collection Library,586.4,34.49,6,5,1
Art,Office Supplies,Newell 309,196.35,34.67,20,3,5
Binders,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.9,28,4.777777777777778,9
Chairs,Furniture,"Metal Folding Chairs, Beige, 4/Carton",257.95,34.95,9,3.25,4
Paper,Office Supplies,Xerox 229,85.53,34.99,15,4.666666666666667,3
Binders,Office Supplies,Trimflex Flexible Post Binders,124,35.07,8,2.6666666666666665,3
Accessories,Technology,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92,35.13,18,3.3333333333333335,3
Paper,Office Supplies,Xerox 1946,79.06,35.25,13,4.666666666666667,3
Paper,Office Supplies,Xerox 210,95.9,35.25000000000001,18,2.8333333333333335,6
Binders,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.39,35.3,23,4.75,4
Appliances,Office Supplies,Hoover Commercial SteamVac,168.39000000000001,35.31,14,3.5,4
Binders,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,35.33,42,3.2,10
Labels,Office Supplies,Avery 512,84.39,35.36,32,3.8,5
Furnishings,Furniture,Nu-Dell Oak Frame,151.65,35.45,16,2.3333333333333335,3
Fasteners,Office Supplies,OIC Bulk Pack Metal Binder Clips,92.14,35.589999999999996,30,3.625,8
Storage,Office Supplies,"Personal Folder Holder, Ebony",145.73000000000002,35.870000000000005,14,3.3333333333333335,6
Labels,Office Supplies,Avery 487,84.87,35.97,25,3.142857142857143,7
Furnishings,Furniture,3M Hangers With Command Adhesive,108.04,36,33,5.125,8
Tables,Furniture,"Bevis Round Bullnose 29"" High Table Top",1220.6399999999999,36.36,6,2,2
Paper,Office Supplies,"Memo Book, 100 Message Capacity, 5 3/8� x 11�",76.84,36.4,12,5.333333333333333,3
Accessories,Technology,Logitech G35 7.1-Channel Surround Sound Headset,207.98,36.4,2,3,1
Paper,Office Supplies,Southworth Structures Collection,72.8,36.4,10,3,2
Phones,Technology,RCA ViSYS 25425RE1 Corded phone,323.98,36.45,3,6,1
Envelopes,Office Supplies,Fashion Color Clasp Envelopes,77.9,36.519999999999996,15,4.666666666666667,3
Art,Office Supplies,Newell Chalk Holder,83.41999999999999,36.589999999999996,21,4.142857142857143,7
Phones,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36000000000001,36.650000000000006,13,3.3333333333333335,3
Machines,Technology,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65000000000003,36.91,14,2.3333333333333335,3
Supplies,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,196.02,37.03,22,2.8333333333333335,6
Furnishings,Furniture,Deflect-O Glasstique Clear Desk Accessories,124.74,37.03,17,3.6666666666666665,3
Binders,Office Supplies,Wilson Jones Active Use Binders,115.03,37.04,21,4.166666666666667,6
Paper,Office Supplies,Xerox 2000,84.24000000000001,37.06,14,5.4,5
Paper,Office Supplies,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.50000000000001,37.11,13,5.333333333333333,3
Supplies,Office Supplies,"Elite 5"" Scissors",179.14,37.2,24,3.142857142857143,7
Furnishings,Furniture,Ultra Door Push Plate,149.26,37.41,34,3.2857142857142856,7
Storage,Office Supplies,Personal File Boxes with Fold-Down Carry Handle,177.61,37.41,12,5,5
Accessories,Technology,Memorex Micro Travel Drive 4 GB,103.88000000000001,37.42,11,5.333333333333333,3
Appliances,Office Supplies,Harmony HEPA Quiet Air Purifiers,128.7,37.45,12,5.75,4
Binders,Office Supplies,"Avery Durable Plastic 1"" Binders",116.22,37.50000000000001,34,4.571428571428571,7
Binders,Office Supplies,"Avery Flip-Chart Easel Binder, Black",239.45999999999998,37.82000000000001,17,3.75,4
Paper,Office Supplies,Avery Personal Creations Heavyweight Cards,103.86000000000001,37.85,11,4.333333333333333,3
Accessories,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.78,37.96999999999999,25,4.166666666666667,6
Phones,Technology,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,257.36,38.019999999999996,5,3,2
Accessories,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0000000000001,38.019999999999996,44,3.1818181818181817,11
Paper,Office Supplies,Xerox 193,77.74000000000001,38.089999999999996,13,4.333333333333333,3
Furnishings,Furniture,Tensor Track Tree Floor Lamp,299.85,38.19,17,3.75,4
Paper,Office Supplies,HP Office Paper (20Lb. and 87 Bright),86.84,38.21,14,4,2
Paper,Office Supplies,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",89.39999999999999,38.24,19,4.333333333333333,6
Machines,Technology,Okidata B400 Printer,343.2,38.61,1,4,1
Paper,Office Supplies,Xerox 224,95.91000000000001,38.620000000000005,17,2.6666666666666665,6
Furnishings,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93,38.629999999999995,7,4.5,4
Binders,Office Supplies,Cardinal Holdit Data Disk Pockets,100.46000000000001,38.73,16,4,3
Art,Office Supplies,Prang Colored Pencils,90.56,38.839999999999996,32,4.142857142857143,7
Paper,Office Supplies,Xerox 1967,89.42,38.870000000000005,15,3.2,5
Furnishings,Furniture,Eldon 200 Class Desk Accessories,133.14000000000001,39.19,22,3.142857142857143,7
Paper,Office Supplies,Xerox 1923,94.85999999999999,39.28,16,2.6,5
Paper,Office Supplies,Xerox 196,92.48000000000002,39.41,18,4,8
Phones,Technology,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,135.95,39.43,1,7,1
Tables,Furniture,"Bevis Round Conference Table Top, X-Base",358.58,39.44,2,4,1
